Romance,Thriller,Fantasy,Science Fiction,Mystery,Non-Fiction,Historical,Horror,Adventure,Biography,ISBN
8,4,9,8,7,0,2,4,2,9,0517263033
0,10,1,1,3,5,1,5,10,0,0517060264
7,2,7,2,0,3,2,7,0,8,0375813144
10,8,5,4,10,4,5,6,7,2,0375815325
9,0,4,10,0,1,7,2,10,9,0965694852
3,10,5,7,0,1,10,5,7,7,0521338573
2,3,9,3,3,1,5,7,8,0,1897730551
0,8,10,3,10,6,1,9,0,10,0345428145
6,5,2,9,3,0,6,8,0,1,0671780565
1,5,4,5,0,5,10,5,6,1,0261102389
5,8,8,1,4,6,4,2,0,6,0735700788
7,5,6,8,1,4,2,1,2,3,0596000855
1,1,7,2,2,3,10,4,2,5,0596001088
9,2,7,3,4,2,4,10,6,2,055334109X
2,0,1,3,8,2,9,4,8,3,1561632902
3,5,6,10,5,10,3,6,10,9,0670811475
2,2,6,5,1,0,5,8,2,8,0330201077
5,3,9,9,9,1,8,4,4,1,0590624296
4,5,1,0,5,8,8,8,4,9,0451116100
0,2,7,8,3,10,2,1,4,1,0020778201
10,8,9,10,8,2,3,8,0,6,0446305901
1,8,10,2,5,4,1,8,2,5,0345302486
8,7,9,4,5,2,4,5,2,9,0517701529
1,9,8,6,3,2,3,8,8,5,0395751853
10,8,8,5,4,10,2,0,3,0,0380707861
0,5,10,4,6,0,0,7,5,7,0440208610
5,5,9,6,1,2,3,0,8,8,0449287688
3,0,0,5,1,0,9,10,1,6,0679870016
3,6,6,3,1,8,9,9,2,0,0373288808
10,7,3,8,7,10,10,6,8,1,0312962843
3,4,4,0,8,8,4,9,2,7,0352334487
6,4,0,6,10,0,0,8,5,6,0340873612
1,10,7,6,4,7,1,5,3,6,019860131X
5,5,4,10,4,1,10,6,6,7,0452282314
3,10,10,10,8,9,2,2,1,9,0060929294
6,9,1,6,2,0,10,7,7,9,3150074703
0,10,5,3,4,7,7,6,4,5,0316837059
7,4,2,8,8,9,0,6,3,5,0669417416
6,7,10,4,4,5,6,4,4,3,0517118904
0,6,6,5,9,1,1,5,8,4,0807010375
6,1,5,10,5,9,5,5,3,4,0028629043
3,5,8,4,4,2,10,6,4,1,0684834812
8,4,6,6,9,7,3,6,2,8,0140366725
7,9,8,1,3,0,7,3,3,6,0399144900
5,2,7,1,0,1,8,4,4,5,0811826015
2,0,7,6,7,8,1,4,1,7,0876058322
3,10,3,9,7,6,0,6,9,2,0028610989
4,7,5,7,4,9,8,10,5,10,0875966721
8,3,1,7,4,1,5,2,0,5,031211107X
10,7,0,2,5,9,2,6,5,8,042516036X
5,6,1,9,3,4,1,10,9,9,078790080X
9,6,3,8,7,9,8,7,4,8,0740722182
4,7,3,4,10,3,1,3,10,4,0877018545
5,3,10,9,3,5,6,6,3,4,031210426X
2,4,9,4,3,5,4,7,1,5,0312862962
1,5,3,0,5,2,6,2,9,3,0553209450
8,6,3,1,4,7,1,8,4,5,0394743164
6,8,6,3,4,2,0,2,0,4,0691019029
6,8,3,9,9,0,6,2,0,3,0789205386
10,8,5,5,6,0,4,3,3,6,0863580017
1,4,6,2,1,0,4,4,3,7,0307106535
1,3,4,8,2,0,3,9,5,6,067121148X
3,3,5,0,4,10,2,7,4,6,0802132642
7,7,1,1,9,4,2,9,0,7,0324041667
5,2,7,10,0,2,8,5,0,8,0385313535
6,0,0,4,10,3,7,1,5,7,0373707533
0,2,0,6,0,8,7,10,2,3,0373257988
8,9,5,4,4,0,0,2,1,9,0553445995
0,4,10,2,6,7,9,5,4,9,0140268022
4,0,5,5,2,3,3,5,7,8,3442356172
8,4,7,7,9,3,3,2,4,7,0060959584
7,8,0,3,5,4,3,10,2,1,1877988286
8,9,2,3,0,0,9,8,10,3,0802138616
9,3,5,1,5,6,0,7,5,8,0028626354
3,10,1,8,7,1,7,10,7,4,0738702005
6,6,3,5,9,5,5,8,1,9,0310425115
7,7,0,10,1,3,4,4,5,6,0373261195
0,6,5,4,5,10,7,5,4,5,0380722801
8,0,2,2,8,2,5,8,9,4,2266123181
9,10,8,8,5,7,8,8,7,3,842391836X
7,1,2,8,9,3,1,2,6,8,8495501430
6,7,2,6,0,5,2,1,3,10,8440622953
8,5,8,7,4,7,1,7,0,10,0385239262
2,6,3,10,6,0,6,2,1,8,1556111185
1,2,2,3,10,6,6,8,9,7,0890811873
5,5,4,1,5,5,4,5,4,10,0023884401
3,2,0,10,3,8,6,6,6,3,044047194X
6,10,1,7,9,7,8,4,9,7,0817458905
1,9,9,7,9,8,5,5,3,7,0874775736
6,8,0,9,7,7,8,6,8,9,0316707414
7,8,8,0,2,5,10,6,3,9,0140186778
1,3,5,3,9,1,8,0,9,6,0399147950
8,2,10,5,8,8,3,7,7,10,1582432589
6,5,2,3,8,9,6,10,7,5,2253076406
0,10,8,10,2,2,8,3,7,10,0451527402
3,1,4,10,2,3,2,0,3,8,0486204227
6,5,9,8,3,5,2,2,9,9,0226568229
7,4,7,8,1,6,1,6,10,2,8423309584
7,3,8,3,1,3,4,7,2,8,8401422701
8,10,9,2,7,5,10,5,1,7,0345380800
6,1,3,4,8,9,1,6,4,1,0060268905
9,2,4,9,0,6,0,5,5,0,0451145399
6,7,2,9,0,1,0,8,3,6,0307105660
4,8,8,5,4,9,0,3,4,8,0590424351
1,1,2,2,6,0,1,10,0,8,006050871X
9,8,2,2,0,4,2,1,2,7,039309040X
7,0,1,0,7,0,5,9,10,7,0917102886
7,6,7,7,9,2,1,3,4,1,0913590886
10,7,7,3,4,10,4,4,8,8,0020409206
10,3,0,7,10,0,6,3,0,3,0195042387
6,7,1,8,4,10,7,1,1,3,0340682566
3,2,4,1,0,3,5,5,1,5,0394718844
3,9,0,0,1,3,7,2,10,4,0062700472
2,7,3,10,7,7,8,1,10,9,0931787483
6,9,0,3,3,3,6,4,4,2,0316803596
9,4,4,7,10,1,7,3,8,7,0385293631
4,4,8,4,8,5,10,10,0,10,0812930576
7,0,1,5,4,1,5,6,2,10,031298166X
7,3,9,8,6,2,4,8,8,7,031218008X
7,8,4,10,8,5,5,10,9,5,1878424076
6,8,2,5,9,4,3,7,2,1,0207197164
3,2,6,3,9,8,10,4,2,1,0446517224
5,5,0,6,4,6,3,4,6,5,0312112572
0,0,1,10,10,2,0,9,1,1,0373163053
6,10,5,8,9,4,2,0,0,1,0061020044
10,10,2,10,9,9,4,6,3,9,0451201159
10,5,5,10,1,5,4,10,5,3,0060739428
0,8,2,0,3,6,3,10,3,8,0449126560
10,5,8,1,6,6,7,9,10,8,0671577786
7,1,2,1,0,6,7,4,9,10,0345392469
8,3,0,3,4,10,7,4,9,8,0061061751
5,7,2,2,8,5,3,7,3,10,0373872402
3,6,6,7,9,6,7,7,6,0,0307215989
3,2,8,9,7,8,4,4,9,4,0688177875
1,6,7,4,7,5,3,6,7,8,0517615339
4,8,7,0,7,7,6,0,5,1,0373201877
5,10,1,1,6,10,9,0,4,0,1878067583
8,4,4,3,2,7,6,8,5,0,0500051119
4,4,6,9,0,0,5,5,8,2,344272757X
4,4,0,5,3,5,7,7,2,8,3462021966
10,3,0,8,4,7,6,4,7,0,0718127250
10,3,4,3,5,8,0,9,10,1,0679507841
0,6,1,8,7,9,0,2,5,10,0060973757
2,8,9,9,1,5,1,2,9,8,0399136711
8,1,7,2,1,10,9,7,2,7,0553404849
5,0,1,1,6,5,1,0,4,10,0805209018
1,9,9,5,1,10,8,4,6,3,0679745351
1,2,4,0,3,3,1,8,5,8,0553259911
5,1,0,3,0,7,10,0,4,8,0441071813
0,3,7,7,0,7,10,2,10,6,0373258984
9,10,0,4,3,3,4,2,6,1,1556610009
0,5,0,10,6,7,1,3,6,10,0060185104
5,1,3,2,8,5,1,1,2,4,0060158654
5,4,0,0,6,9,6,9,5,8,0380804255
1,0,10,5,5,8,10,9,0,10,039489748X
0,9,5,4,10,5,5,3,9,7,0312169922
4,5,1,0,7,5,8,4,7,6,0843946113
10,9,0,6,3,5,8,8,8,4,0821764381
3,5,9,4,9,4,7,9,4,0,0373833504
4,4,4,2,8,4,1,4,8,7,0833507249
5,8,6,1,0,2,10,3,8,4,0061096180
1,9,4,1,8,5,4,1,6,6,0553802127
1,9,5,9,9,2,7,4,7,6,0373289057
10,7,0,5,10,2,4,1,10,3,0679749810
5,0,1,1,8,10,4,4,5,9,0441579736
2,8,2,3,8,9,7,5,7,0,0800784987
3,9,10,3,1,1,10,9,8,5,3791325906
6,10,10,3,2,2,4,10,5,1,0140437681
6,6,0,6,3,3,2,8,2,3,0091792304
2,7,7,9,7,4,6,2,7,9,1582343411
1,7,5,1,5,10,9,1,2,10,059069216X
4,0,8,9,2,0,5,0,2,6,0340674334
3,8,6,4,8,2,10,7,7,3,0300058489
0,3,8,9,0,2,7,2,1,0,0198774605
8,10,9,2,6,9,2,7,8,7,0062503731
4,10,9,1,5,7,1,5,6,8,0425063860
10,8,1,0,6,5,9,9,9,3,0399116974
10,10,8,0,6,4,4,5,1,10,0449224791
10,2,10,8,3,5,2,2,8,8,0806523476
2,2,5,0,4,8,8,7,5,8,0812885074
2,8,7,0,8,7,7,5,8,7,0517544199
1,5,10,7,5,10,8,4,7,9,1576738922
1,4,0,4,6,0,9,2,5,0,0763604666
2,7,8,6,3,6,6,10,6,7,0140504354
10,3,3,8,7,10,3,5,8,5,0684851938
10,4,6,1,7,10,6,5,2,8,0394849337
1,3,1,5,6,8,5,5,4,9,3596151511
10,9,3,9,10,3,3,4,0,1,067188591X
2,6,0,2,6,5,1,3,0,4,0719536324
1,7,9,5,0,1,3,2,8,0,0395572274
6,8,8,5,6,7,2,4,3,8,0814622100
8,3,1,0,2,1,4,5,8,3,0812555325
3,3,0,2,3,0,4,9,8,0,043590972X
6,1,9,10,8,3,2,10,6,5,0395405750
10,9,7,8,6,5,7,8,7,5,0375757619
7,8,5,5,1,8,7,4,9,2,0030477166
8,10,9,6,8,6,7,9,4,9,0679601007
9,5,7,6,0,9,3,7,10,8,0030085373
5,10,3,1,8,0,4,7,3,0,0375752528
3,4,4,0,1,5,9,4,8,6,0440015405
4,8,0,2,1,6,8,1,5,1,1558533834
2,0,5,1,2,5,5,3,0,6,0670032794
1,5,6,1,5,0,5,7,7,6,155013325X
3,3,4,7,3,8,2,8,1,5,0889842507
4,4,10,5,9,6,3,3,8,3,0679762884
7,9,0,3,1,10,9,4,1,6,0375806733
9,6,8,3,4,2,6,4,8,6,0553283723
3,6,0,1,2,4,4,6,8,9,067169880X
8,5,6,7,3,6,5,7,0,4,0399523227
2,8,8,2,9,1,4,3,6,7,0195160932
3,2,8,7,10,10,6,10,7,7,0373763476
9,7,10,0,3,9,6,5,2,2,0486233162
3,9,5,0,9,3,8,6,10,5,0517554577
10,4,1,1,5,8,8,0,6,6,3404133463
9,1,9,3,7,5,10,6,9,10,0130038482
10,5,8,10,9,9,8,5,5,8,0134807561
9,8,2,6,2,3,8,9,7,5,0449242374
5,7,1,4,6,2,7,2,3,9,0140328882
9,5,5,1,1,2,2,3,3,3,0373031262
9,9,10,2,0,8,1,2,1,5,0395245117
5,0,3,9,4,5,4,2,2,2,0399124586
5,3,3,2,3,7,2,9,2,5,0553076426
0,9,5,10,8,2,1,2,2,1,158017325X
10,3,7,6,9,8,7,6,5,2,0385323069
9,3,7,1,5,0,6,3,0,4,8432204285
4,5,7,3,6,10,3,1,7,4,2840555263
9,3,1,6,4,8,6,8,9,9,1886411778
4,10,5,7,9,5,10,3,1,5,0060275758
8,7,2,4,5,6,1,5,1,7,0393047032
6,1,3,6,8,2,9,9,7,8,0023895306
7,3,3,10,6,3,10,9,9,6,0811807037
8,8,8,9,9,5,0,7,5,6,0671524631
1,2,5,2,4,3,4,7,3,8,1571743812
2,6,6,0,2,9,0,7,9,4,0963013106
3,2,6,7,7,0,6,4,1,7,0061064130
1,5,4,5,10,9,7,8,2,2,0618040196
6,2,10,9,4,9,3,10,8,10,052300687X
7,8,5,1,7,0,10,4,1,6,0061058025
4,9,2,6,2,5,3,9,1,8,0091077702
5,4,4,7,4,7,7,0,3,8,0517081415
1,10,3,3,0,9,9,6,0,4,0789424495
7,3,4,10,9,2,4,2,3,10,0132896613
2,4,1,8,2,9,0,4,3,1,014012991X
7,8,5,7,1,10,5,0,9,2,0380702576
6,0,5,6,2,10,7,7,4,10,0816710767
1,1,4,3,3,4,0,6,2,9,0842318240
9,7,8,7,10,1,6,3,4,10,0140546235
9,4,10,8,1,1,2,4,3,9,8472239381
9,8,2,0,4,7,0,0,5,6,0694523771
7,7,2,3,8,10,4,10,8,4,156971858X
4,8,5,2,4,0,8,9,9,10,0892964502
6,0,10,10,3,1,2,3,1,9,2894502265
0,10,3,8,10,10,8,8,2,0,0393036502
0,2,9,7,3,10,7,6,7,1,0671621998
7,8,9,10,5,2,6,8,7,7,0380755386
10,6,4,1,4,4,1,10,9,0,0151004455
4,5,6,10,1,5,7,5,2,2,0142301469
10,6,1,2,6,8,0,4,1,4,0312205201
5,7,6,4,10,4,1,5,2,5,0373244460
2,1,7,3,4,8,3,0,10,5,0373162553
10,10,4,9,2,10,10,4,7,0,0821736469
3,2,3,1,1,1,2,8,4,3,067977257X
3,2,8,10,9,0,5,3,7,6,0446675687
2,4,10,10,3,3,9,7,8,10,3442127165
3,1,0,9,3,7,4,1,10,3,1862053375
3,9,4,1,6,4,3,7,1,0,1582342261
5,9,9,7,6,8,0,2,8,4,0385498861
5,10,6,2,6,2,5,7,6,4,3404141857
5,3,1,6,3,5,9,1,1,5,0786703733
7,0,9,6,5,4,9,7,0,4,3404196015
5,3,9,10,9,1,7,4,9,5,0747279004
8,1,4,0,2,5,7,4,3,4,2277300098
3,1,0,7,0,1,4,7,9,2,0373835671
10,10,8,5,10,2,9,6,6,6,0394512456
3,5,2,3,2,2,0,4,2,0,0684810859
8,10,3,8,1,1,3,3,4,10,3468203713
0,4,9,1,4,9,9,5,2,3,0061097462
4,5,8,8,5,0,5,9,2,4,0446311677
4,9,3,2,0,6,7,4,7,3,0330338870
7,2,7,5,8,4,0,7,10,2,0385079664
10,4,1,6,4,6,6,4,4,8,0786916060
2,7,0,3,1,2,10,5,3,0,0786901640
4,2,1,3,3,2,4,4,7,9,0345335198
6,10,8,6,1,2,5,0,7,6,0061095508
5,4,9,4,7,7,2,8,2,9,3442430372
7,6,8,10,8,10,0,0,2,6,0435901001
2,2,3,7,0,3,3,7,6,3,0552993360
7,10,2,9,6,8,5,3,3,0,0140434275
5,2,2,0,6,8,2,6,8,2,0415925339
8,10,1,2,10,3,6,10,8,0,0201478110
8,9,4,3,10,5,9,4,4,4,0631168478
7,9,7,9,3,8,7,5,1,8,0669245925
5,7,5,4,6,3,9,10,2,10,0716711869
6,1,9,2,0,10,0,1,0,1,0394499123
0,2,8,8,7,8,3,7,10,4,0684818507
3,3,1,9,8,8,0,3,8,3,1586637649
1,1,9,8,10,3,0,0,0,7,0618153985
0,4,8,3,10,8,4,8,1,7,0743467175
6,6,2,9,1,10,9,0,0,6,1557382182
8,0,9,3,1,7,8,2,2,6,0061009547
8,6,6,1,10,0,1,5,9,7,0553271253
7,5,1,8,9,3,4,0,8,10,076660716X
10,10,9,0,6,10,8,2,1,9,0848714873
7,3,0,7,5,5,3,5,1,5,1400010640
1,5,8,6,3,0,8,0,4,6,074930460X
9,9,5,2,10,7,10,6,8,0,0816015201
7,3,6,6,3,7,0,4,3,3,0449228908
2,0,4,7,9,5,0,4,5,8,1556523092
8,4,2,5,10,7,10,4,7,0,068983263X
7,1,6,1,2,4,9,6,8,4,0875421210
10,0,10,2,4,2,7,7,10,0,0670032557
7,3,10,5,9,7,1,7,6,3,0688167535
4,5,2,1,1,3,6,0,0,3,1561708054
8,4,0,2,10,5,2,10,5,5,0964595354
4,9,4,8,2,10,9,6,3,1,0671036629
9,2,2,2,2,9,5,5,10,8,0152008667
7,9,6,1,9,1,0,6,6,0,067988663X
5,10,6,0,5,9,8,0,1,1,0449150380
9,2,3,6,2,6,4,4,6,6,2290049522
6,8,0,0,2,5,1,8,0,4,0394968808
6,9,2,1,2,6,0,7,2,4,0140068619
9,10,4,5,6,10,0,5,1,9,2253003654
2,4,0,6,0,7,10,5,10,0,0671449540
6,9,2,6,10,7,9,2,4,9,842043924X
1,1,0,2,3,2,10,7,0,4,8449415381
6,8,0,8,10,8,3,9,4,5,8475560393
3,5,4,2,2,8,4,10,2,7,0553071866
7,2,6,8,2,7,0,2,3,2,0439213584
8,9,4,2,2,10,1,9,5,8,044840124X
6,1,8,2,6,9,6,3,3,1,0061090786
1,1,10,4,2,9,6,6,5,7,0394750896
10,3,8,9,9,4,3,2,8,3,0873385551
8,10,0,4,0,8,6,9,8,4,0451409264
9,8,3,2,1,3,2,8,7,0,1563054922
1,2,5,4,10,4,5,7,0,4,0451169549
5,10,9,10,5,8,9,6,3,6,1841490423
6,10,10,5,7,7,9,5,10,1,0446350397
4,0,9,9,9,10,8,3,0,2,0062732943
9,1,8,6,9,9,5,3,10,3,0141439661
6,7,3,6,2,8,2,2,9,1,0743450620
2,7,1,0,4,7,5,1,8,3,0312959761
2,3,2,7,0,0,8,6,8,2,0439296749
2,1,1,10,8,1,3,10,3,8,0345432983
2,9,1,2,8,4,4,6,0,9,0471815047
4,8,5,7,9,7,0,7,5,3,0895942119
2,4,4,6,8,10,0,8,2,5,0062502301
5,3,1,4,2,3,5,10,6,1,0465085857
10,2,6,4,3,3,8,8,9,6,0786882700
0,0,2,2,6,1,7,0,10,7,3774223882
8,4,10,3,5,5,7,7,0,8,0345424484
9,0,2,6,4,5,7,3,3,7,0836230698
2,5,3,5,3,1,9,10,10,2,0856487724
10,7,0,10,9,5,8,0,3,6,0425149323
5,5,8,7,4,10,10,1,2,9,0453006272
2,3,1,7,7,7,9,4,9,5,1860466303
5,6,0,9,2,10,2,10,6,5,0451146913
8,8,8,3,2,3,2,6,10,2,1569319189
0,7,5,4,7,10,7,2,2,9,0375419411
6,2,8,7,7,8,7,3,6,5,156931070X
0,4,1,8,10,2,6,1,6,3,1569317011
10,5,8,7,8,4,4,3,8,9,156931439X
7,5,9,5,5,5,6,5,7,6,0375431187
1,9,3,10,6,1,3,1,1,6,8495501783
10,1,3,6,5,3,8,4,1,6,0385499329
9,1,7,6,8,5,6,9,8,6,0374524130
8,7,4,6,6,0,3,4,5,6,0373763816
4,1,4,4,6,2,0,5,6,10,0060264802
9,7,6,6,6,0,8,8,6,8,0809245469
10,3,6,1,5,1,9,2,10,10,0312863918
0,6,1,2,0,2,10,3,6,5,037371193X
0,10,3,8,2,5,10,1,4,8,0345396707
1,2,1,1,5,5,4,1,0,2,0373650620
2,8,3,8,10,0,2,0,5,0,0312964005
1,8,10,0,3,5,1,0,3,2,2253010049
6,6,9,10,6,8,8,3,8,10,2080812386
6,5,10,8,3,0,5,0,9,8,2266052357
4,1,7,9,10,5,2,10,1,9,0373290918
10,3,0,0,4,9,8,4,5,9,0931055660
8,2,3,1,3,7,1,3,7,6,0425187217
8,1,3,8,5,8,8,6,6,7,1858286786
1,9,6,5,6,5,10,2,4,2,0061099023
5,2,1,10,3,8,0,7,4,1,0345285670
8,1,10,10,2,0,0,1,1,5,0061084735
10,7,3,2,1,0,7,6,10,1,0373708505
6,5,7,5,3,7,0,9,0,3,3499174723
0,4,10,8,8,8,5,0,9,4,0764530364
9,1,0,4,4,0,6,2,10,5,184115346X
1,8,1,1,0,0,3,6,3,4,0393322920
5,4,4,3,8,4,8,3,8,4,0006931820
7,0,3,3,1,2,7,7,0,1,0684803046
3,10,5,2,6,2,7,5,7,6,8811620155
4,4,2,3,7,4,8,2,9,2,0345308557
7,7,6,5,6,6,5,8,4,4,0822319748
5,9,10,3,9,9,8,1,10,2,0439568420
8,0,4,2,2,0,7,2,3,4,0684860295
4,1,6,5,10,6,9,9,2,7,2266065440
5,6,8,7,7,2,0,0,9,1,840801014X
7,9,5,5,0,1,4,2,1,8,848300724X
9,6,0,10,0,2,9,5,1,10,8400000013
7,3,7,6,1,8,4,5,1,2,0451210514
9,7,10,4,9,0,8,10,0,8,0195027035
9,5,6,0,9,10,0,4,1,10,0345286472
9,4,4,5,8,5,9,10,0,4,1400000300
1,10,7,6,10,5,1,2,8,8,0140349057
6,1,6,0,8,8,5,9,0,7,0385241844
5,8,8,6,3,10,0,2,5,0,0395252237
3,7,7,5,5,2,6,7,1,4,0452254833
5,0,4,2,2,5,10,0,4,4,0590336940
4,2,5,10,0,9,0,10,1,3,0865475156
9,8,9,7,10,9,10,1,0,3,0312269056
4,1,9,5,7,10,4,3,6,4,0679744959
7,6,4,10,7,0,7,2,0,8,0061050628
10,5,10,10,7,10,9,10,3,1,0749399678
5,1,0,6,6,5,1,4,0,1,0810914271
4,4,6,4,10,5,1,4,7,0,0864424566
10,9,6,7,10,4,3,0,8,1,0670840475
10,4,6,7,10,9,3,9,0,6,8401496691
9,10,10,8,0,0,6,8,4,3,0670899240
5,8,1,4,3,2,4,6,10,2,0312966830
2,5,4,2,0,9,1,2,3,4,0380777541
9,8,3,8,4,2,6,7,8,8,0425150119
5,8,2,1,4,6,10,6,10,5,0060965207
2,5,0,2,1,3,7,2,5,9,0696007657
0,3,4,4,0,8,4,8,6,4,0062507028
8,4,9,8,4,0,6,4,4,5,0872204847
5,6,7,0,9,10,2,5,0,4,0582040523
4,9,8,10,1,6,8,7,0,0,0373099371
1,0,7,6,5,1,10,8,0,0,8420618519
1,6,9,0,2,9,7,6,7,5,0373290632
7,4,8,9,10,0,6,5,7,1,1580174973
0,0,1,4,6,8,3,8,10,2,0060575301
5,8,10,0,3,4,10,5,10,7,1854710621
1,5,6,5,3,5,3,8,0,8,0451404645
10,3,2,10,4,2,0,7,8,5,0393057593
1,5,5,5,9,10,8,3,1,7,0399147608
5,9,0,5,1,3,1,3,6,7,0064431622
2,0,9,0,9,10,6,0,2,10,0140444211
4,10,4,10,3,7,2,7,5,3,1557489378
9,10,2,9,9,1,5,0,9,7,0590453599
4,6,6,10,9,5,4,1,2,2,0679748342
4,1,10,0,3,9,2,10,2,9,0020209851
10,5,8,9,9,10,1,4,1,5,0380708574
0,0,8,9,4,8,7,8,8,7,0807064319
2,6,3,7,6,8,7,2,4,2,1558611495
10,8,0,6,8,2,6,6,10,1,0375504893
4,9,6,1,9,9,1,10,5,1,0877734852
9,0,2,0,5,3,1,6,6,7,1741143306
6,0,2,0,1,0,8,6,8,7,0877284989
9,1,0,4,6,1,3,6,8,5,0877283818
6,7,7,8,9,1,6,1,6,10,0786916583
8,3,4,4,1,2,9,0,2,4,158827523X
8,0,5,1,5,9,5,0,4,9,014003711X
1,0,10,8,5,0,9,8,8,6,3492227651
8,0,2,7,2,7,2,3,3,4,0553342347
9,9,10,3,6,10,3,10,0,4,0875967906
7,5,3,3,0,9,0,2,3,3,0446363928
1,10,8,7,2,10,1,0,9,8,0441385397
4,7,3,1,4,7,5,7,10,2,0300046537
4,1,10,2,6,0,7,4,1,2,0060160799
3,1,9,4,6,8,0,9,5,5,0446384038
0,1,10,7,5,0,9,9,10,5,0553373935
9,6,1,10,3,6,10,5,10,7,0446386367
5,1,0,4,10,9,9,8,1,6,1882728599
8,3,3,9,4,5,6,8,5,2,0141308974
1,5,8,2,3,2,6,3,5,5,0152002030
8,4,6,0,7,1,3,9,6,5,0224044192
3,7,6,5,4,4,10,6,10,5,0374411816
3,6,4,6,6,10,1,3,9,3,0752511947
6,7,10,0,6,10,5,9,0,7,0373108419
4,6,7,6,10,9,0,5,10,10,0740723219
10,0,3,3,7,5,6,9,6,6,0451204727
9,1,5,7,7,3,6,8,7,1,0151620504
10,7,2,3,2,7,3,10,0,8,0517578131
8,0,7,1,6,0,5,9,10,10,0517887290
9,7,10,5,8,10,0,8,2,1,0002111314
7,9,4,0,0,1,6,1,8,5,0374236437
3,3,2,8,1,8,2,3,8,2,2020005859
5,4,5,4,10,2,1,9,8,3,0140190627
9,5,8,4,6,4,8,1,2,4,0373762801
1,5,9,2,4,4,9,7,8,3,0552771848
9,0,4,3,4,10,8,7,10,10,0066620392
10,7,7,0,6,3,5,3,4,4,0312205597
0,5,9,7,4,9,5,4,0,4,0821766341
1,3,1,7,6,8,3,4,8,8,0721633595
1,10,0,2,9,0,5,7,3,10,0440221897
3,10,9,0,8,9,7,2,2,9,0316000647
3,3,1,3,1,10,10,6,4,6,0842355537
5,1,1,0,0,4,4,6,0,4,1556706561
1,9,0,6,2,10,8,4,4,4,8408010190
8,9,0,4,9,5,8,2,0,10,0340191678
10,7,8,10,5,4,7,5,5,8,0440176387
8,0,1,0,1,2,1,5,3,4,0310225590
9,8,1,2,9,0,1,0,8,2,0671042181
2,6,0,8,6,8,7,4,2,10,0842339051
8,4,8,2,5,1,2,1,1,4,3407785682
9,3,10,3,7,5,9,1,0,4,0861128915
6,4,3,4,10,9,7,4,8,9,1561709298
6,10,10,1,8,1,5,7,1,5,0553255924
4,6,9,4,2,5,6,0,7,7,0345450000
3,7,2,4,2,1,4,7,8,4,0786710233
2,2,7,2,8,9,0,0,4,3,0060294019
2,0,6,0,5,9,1,3,7,2,0590438212
8,4,5,1,0,4,0,3,7,1,0373227159
5,9,4,0,7,4,8,1,5,6,1885478690
0,9,3,1,6,2,8,7,9,6,0520237374
7,0,9,5,6,6,8,6,6,5,0060965827
2,5,8,10,9,2,2,10,6,6,068480834X
4,7,7,10,10,1,10,5,4,3,0140140360
6,3,4,7,4,10,10,8,9,1,0385007051
1,8,1,2,5,3,7,7,1,1,0618116036
2,10,1,4,0,6,7,3,6,8,0737000619
6,1,1,9,9,9,5,7,9,10,0380789426
9,10,2,0,0,10,1,9,5,1,0192815229
5,10,0,8,6,0,8,8,10,9,0613973143
10,5,1,1,7,8,3,1,4,6,0060245603
3,8,3,7,2,5,5,2,1,5,078389290X
6,6,9,10,0,5,8,8,1,3,140120113X
5,3,8,1,9,5,0,8,0,7,0136474217
8,0,0,9,6,9,4,10,2,8,0517347075
1,5,3,4,1,0,8,2,5,8,0060165170
0,4,3,2,1,2,0,0,7,4,0380713985
1,2,1,9,1,3,3,6,1,8,0595148476
6,3,6,9,10,0,6,5,8,7,0670816663
1,10,2,2,5,1,10,1,3,0,0821219693
0,0,4,8,3,7,6,5,8,9,0440500354
0,6,8,9,1,3,4,10,4,10,8439701098
6,9,7,8,4,1,1,4,4,4,0449226379
5,7,10,4,2,8,3,7,8,10,0060958073
6,2,9,10,5,6,6,7,9,4,0006176747
4,1,10,1,3,6,7,2,0,3,0312311001
5,5,8,6,8,9,10,4,4,4,034542302X
4,3,5,0,1,8,5,5,9,3,0061053589
4,8,1,2,9,7,8,4,2,0,0736902783
1,3,3,4,8,1,1,4,1,9,0810901226
4,4,6,3,1,7,0,9,0,10,0142301167
6,3,2,0,7,7,3,1,3,6,1591094925
3,10,10,2,9,0,8,4,1,5,8483221306
1,5,8,1,0,6,7,1,3,7,0140311823
3,8,0,9,6,2,10,9,10,10,0373292708
2,10,6,5,2,1,10,10,5,9,0786707127
6,8,8,8,10,9,0,3,3,9,0609804693
7,2,0,2,5,6,8,4,4,2,2070394344
2,8,2,2,8,3,5,0,10,1,0394532244
10,2,1,10,9,2,4,0,0,10,0140137777
6,8,8,6,10,10,1,10,6,8,0060995084
6,1,6,3,7,2,4,2,6,2,0316172847
9,4,0,3,5,1,5,9,6,7,0316511684
2,9,10,2,4,2,8,6,4,4,1841952427
0,8,1,6,6,1,7,7,8,1,0195124952
0,8,2,9,1,9,1,1,7,2,0345382226
0,7,1,5,7,9,8,0,8,7,0062702122
5,4,5,1,10,2,8,2,9,6,0684844788
10,3,10,8,3,9,9,5,1,6,0894716352
2,0,6,4,10,6,0,4,1,0,0373254857
5,4,3,0,4,6,0,3,5,7,0002555107
6,6,7,6,3,10,5,1,7,2,0380007851
3,1,8,1,5,2,5,3,7,2,034085961X
