Romance,Thriller,Fantasy,Science Fiction,Mystery,Non-Fiction,Historical,Horror,Adventure,Biography,User-ID
77,32,43,55,50,60,32,14,76,40,146057
51,55,19,45,41,34,30,56,37,25,146113
28,38,42,34,41,42,35,34,38,31,146175
45,30,10,0,25,5,10,20,50,35,146298
85,85,45,60,30,50,30,15,70,0,146348
7,3,39,52,36,33,23,37,47,31,146386
77,30,44,32,65,26,40,86,27,36,146564
72,24,56,48,64,56,32,8,32,56,146803
21,7,14,21,21,63,56,63,35,56,146932
35,49,35,56,63,14,35,63,21,63,147141
18,41,28,43,32,37,20,50,37,35,147166
48,54,42,39,14,46,57,46,45,47,147224
46,58,31,25,44,63,48,44,42,52,147420
36,28,40,24,20,24,20,8,20,24,147451
0,72,80,72,80,16,56,80,64,8,147678
54,36,57,55,51,33,54,49,70,57,147686
38,17,29,57,3,70,35,10,80,15,147752
26,29,37,31,17,10,30,31,25,9,147781
6,28,35,20,16,23,28,30,16,11,147839
40,58,35,13,40,36,36,48,23,13,147847
14,14,21,56,56,28,42,56,0,7,147965
32,8,36,28,40,28,12,40,20,40,148142
20,31,24,13,10,23,22,27,8,15,148199
55,61,44,50,45,21,27,29,14,20,148220
43,47,48,24,45,51,27,32,52,51,148258
33,34,27,37,33,38,41,34,30,28,148263
28,56,39,33,22,44,58,48,38,15,148586
0,0,9,3,0,24,6,0,3,21,148590
24,56,32,41,66,38,52,42,12,22,148712
32,58,56,35,22,30,51,18,25,54,148744
32,37,62,48,34,43,62,51,44,68,148798
57,17,40,31,35,27,45,41,48,46,148898
45,22,20,40,17,40,17,30,22,35,148966
20,70,85,0,55,30,35,40,45,20,149069
61,45,52,34,32,19,65,38,63,61,149071
36,0,81,63,9,45,81,81,36,81,149120
63,45,90,9,54,27,18,27,27,18,149483
45,18,59,69,60,41,46,27,45,28,149510
22,45,35,69,60,29,24,53,46,48,149511
63,54,50,29,44,37,55,51,24,18,149647
0,0,0,0,0,0,0,0,0,0,149661
13,36,25,19,26,23,34,23,31,41,149690
49,58,35,29,30,47,42,71,46,37,149907
34,33,21,47,22,29,28,44,19,30,149908
26,32,37,49,43,43,30,56,36,48,149934
70,7,70,42,0,63,42,7,28,0,150067
45,37,45,78,34,30,34,31,30,55,150124
10,30,40,45,0,50,45,35,5,0,150364
100,100,30,10,30,60,80,20,20,100,150498
49,44,44,43,41,51,50,31,34,43,150561
34,28,40,13,43,3,48,34,57,47,150661
66,40,67,38,52,50,48,0,52,38,150663
25,50,59,56,44,75,41,70,40,63,150762
58,26,56,47,20,15,56,26,43,40,150896
39,50,28,39,30,34,23,33,42,18,150968
16,35,16,37,18,7,36,40,30,46,150979
46,36,21,60,62,71,60,31,18,84,151098
37,12,40,39,8,59,40,62,37,67,151104
17,25,35,27,12,20,47,30,45,40,151139
24,20,4,20,4,4,4,40,8,4,151370
0,0,0,0,0,0,0,0,0,0,151420
28,17,24,26,27,36,31,25,29,19,151503
0,54,54,49,40,40,45,63,49,31,151589
12,3,15,10,17,13,11,2,12,12,151608
21,18,32,16,11,16,23,32,28,35,151762
40,20,90,30,70,20,40,20,50,0,151824
8,12,16,20,0,12,40,36,16,24,151991
58,53,70,34,81,48,56,32,24,34,152099
56,64,24,16,24,16,40,0,8,56,152186
24,80,56,8,40,32,8,80,72,0,152260
28,44,28,47,38,20,52,38,46,39,152309
90,18,0,81,72,45,54,0,0,27,152354
48,72,32,0,40,48,0,64,48,0,152409
12,18,54,0,60,18,18,48,42,6,152428
15,16,46,40,13,6,19,24,21,19,152435
0,0,0,0,0,0,0,0,0,0,152464
18,30,12,30,27,33,21,24,33,9,152483
36,6,13,40,36,33,60,10,33,43,152514
34,17,49,57,59,21,42,31,42,32,152579
58,7,44,48,32,30,42,9,9,27,152645
41,22,36,44,32,37,24,29,49,25,152946
56,56,40,45,58,34,40,77,37,34,153042
43,32,54,52,46,32,40,18,31,28,153054
5,19,6,20,10,5,6,2,3,16,153079
40,28,49,17,45,67,64,30,8,16,153174
52,7,37,49,36,46,46,39,23,7,153211
70,40,80,50,10,60,0,90,0,70,153322
36,32,12,44,44,36,8,28,40,68,153342
81,81,72,0,45,18,72,9,90,54,153361
20,53,12,68,34,41,25,48,40,38,153513
5,3,0,6,0,2,7,7,0,0,153621
21,63,63,63,14,0,7,7,70,28,153653
56,58,43,36,31,46,38,59,31,34,153662
66,86,9,37,71,62,24,52,37,57,153718
35,53,38,17,36,30,40,13,30,44,153723
29,20,16,38,20,44,26,21,24,24,153797
25,25,33,27,32,38,39,36,12,42,153950
38,38,44,66,53,34,72,51,49,43,154070
12,25,22,14,15,18,15,17,26,1,154176
18,30,21,21,22,22,22,33,19,33,154345
28,63,49,14,42,14,35,7,35,35,154354
25,50,5,45,25,25,35,35,25,30,154441
32,41,64,41,65,48,37,65,33,33,154460
34,31,60,35,46,35,38,23,52,39,154469
48,49,62,67,48,25,56,19,64,47,154529
40,60,22,47,51,14,42,53,35,42,154543
52,54,28,41,53,58,21,45,62,38,154553
43,14,8,25,28,48,39,37,43,28,154844
46,53,46,50,40,30,26,56,40,80,154944
16,36,32,23,19,36,27,45,27,48,154992
40,62,50,30,10,29,36,35,30,22,155014
16,28,21,26,33,23,52,36,20,29,155027
90,27,72,81,81,36,27,18,72,27,155141
36,28,17,42,58,25,19,55,24,9,155147
56,42,58,31,31,37,32,43,35,35,155219
0,0,0,0,0,0,0,0,0,0,155356
47,62,40,50,45,65,30,57,65,47,155495
9,19,4,47,43,4,38,70,38,56,155580
57,52,36,48,57,34,42,56,30,72,155778
45,10,39,28,40,24,26,45,38,22,155916
50,57,58,48,54,44,42,33,78,55,156111
36,9,36,36,54,18,0,45,54,90,156150
72,40,16,16,0,32,40,56,80,64,156214
12,44,39,15,37,52,43,30,43,18,156269
50,32,20,20,35,42,15,15,62,25,156300
32,55,67,74,42,40,47,60,27,41,156467
0,42,0,42,0,48,48,48,12,18,156510
17,24,3,14,21,7,24,7,10,31,156534
0,0,0,0,0,0,0,0,0,0,156670
0,0,0,0,0,0,0,0,0,0,156971
33,4,32,29,27,32,52,29,27,30,156972
41,10,47,39,40,19,20,37,46,62,157127
0,10,15,5,40,50,35,10,30,15,157163
45,22,4,13,13,36,36,18,9,0,157247
28,23,19,50,50,71,37,60,19,45,157252
29,56,52,53,32,37,37,33,65,51,157273
28,7,42,21,49,42,42,56,0,63,157380
23,22,19,34,22,39,33,44,34,22,157655
30,32,27,7,29,23,53,53,42,23,157799
56,40,44,54,42,68,38,34,22,36,157811
30,20,30,45,63,64,46,59,8,25,158226
57,22,25,27,45,63,8,39,12,77,158254
49,39,30,28,34,49,72,13,27,10,158295
21,17,22,18,11,6,10,21,14,20,158344
36,12,21,24,23,15,38,29,36,31,158361
42,63,40,37,19,25,49,40,33,48,158433
90,40,100,80,10,10,20,40,30,90,158454
24,27,21,14,37,21,11,36,10,25,158606
48,24,29,48,17,48,23,20,50,37,158714
72,64,60,26,64,49,17,44,58,21,158774
44,47,22,27,8,44,48,11,53,56,159033
0,0,0,0,0,0,0,0,0,0,159283
0,0,0,0,0,0,0,0,0,0,159390
8,13,18,5,24,24,13,8,18,21,159429
42,29,38,33,40,46,39,26,16,43,159455
0,0,0,0,0,0,0,0,0,0,159564
49,44,32,12,38,53,53,40,46,44,159732
13,23,20,26,8,12,16,21,4,8,159817
48,40,33,19,55,37,27,17,46,21,159834
23,24,26,33,45,35,41,47,25,35,159858
0,0,0,0,0,0,0,0,0,0,159863
69,26,58,3,26,35,48,36,54,69,159868
61,41,54,31,35,39,33,37,31,46,160032
40,47,35,20,38,33,12,11,45,22,160062
62,64,38,52,49,44,60,38,26,48,160295
45,27,32,32,20,15,37,30,25,32,160401
44,30,27,43,51,27,70,60,54,55,160434
0,0,0,0,0,0,0,0,0,0,160541
41,54,39,57,27,45,40,46,33,24,160558
38,48,40,46,45,46,50,50,26,30,160571
15,22,39,20,17,34,38,7,39,22,160681
66,83,43,70,23,26,53,36,73,33,160819
36,6,6,54,54,54,30,42,54,60,160943
22,33,52,35,51,60,25,66,45,22,161037
45,57,54,17,69,26,27,32,40,70,161041
48,38,27,18,23,31,30,34,35,36,161200
50,16,31,20,64,40,31,27,33,10,161299
21,78,80,41,46,53,53,38,59,5,161831
36,59,14,20,62,39,51,36,32,72,161870
21,46,34,26,32,16,28,21,24,26,161882
20,12,0,16,8,32,12,36,4,12,161936
63,42,35,63,0,35,14,35,42,35,161974
72,9,54,36,45,0,54,45,27,0,162001
0,35,0,56,56,35,35,56,28,56,162030
51,22,35,23,35,39,39,41,28,41,162052
21,52,38,28,59,45,38,35,14,56,162155
43,53,48,50,50,26,50,37,17,28,162311
80,56,72,56,72,72,72,8,72,16,162376
49,31,45,13,67,40,45,58,54,22,162590
13,40,38,42,38,46,40,54,41,29,162639
45,9,36,27,54,54,45,81,36,0,162671
36,64,47,47,46,43,28,54,35,41,162738
43,33,42,43,49,25,42,68,41,44,163202
31,17,41,42,34,17,1,17,10,31,163307
14,15,22,19,23,18,15,33,36,32,163319
80,8,24,48,32,24,8,8,0,72,163326
54,17,30,65,85,72,22,33,26,62,163358
45,42,31,53,30,42,37,43,26,38,163433
48,25,54,46,38,54,39,5,51,30,163488
25,17,7,13,14,27,13,15,14,37,163534
38,26,29,25,41,47,52,35,36,24,163570
16,22,11,13,30,20,12,22,25,5,163759
0,0,0,0,0,0,0,0,0,0,163761
59,55,15,59,21,36,46,43,17,63,163804
0,36,42,12,12,36,18,12,42,12,163851
32,28,28,16,28,36,24,0,24,40,163973
20,40,10,20,40,60,50,10,80,70,164008
0,7,21,49,63,21,14,14,28,14,164027
18,53,52,42,36,45,29,25,2,57,164096
0,0,0,0,0,0,0,0,0,0,164206
48,31,22,48,16,31,34,13,60,60,164323
38,20,30,43,36,40,63,40,46,30,164465
26,29,20,34,27,19,17,15,23,15,164533
20,33,3,16,23,20,0,13,3,16,164581
34,49,53,36,68,85,18,31,51,67,164675
50,18,35,23,39,33,41,15,38,32,164728
49,43,30,25,37,24,18,55,30,25,164828
65,40,25,12,29,16,21,21,38,23,164905
31,42,34,30,33,49,50,38,43,33,164926
19,43,29,32,42,30,53,21,21,45,165183
36,23,24,10,47,63,53,60,31,47,165232
34,33,33,47,27,44,38,16,16,24,165268
47,56,10,40,39,34,18,19,34,26,165308
45,7,14,31,28,45,10,66,52,31,165319
72,56,48,48,48,0,64,64,48,64,165345
27,6,15,6,12,30,0,6,18,6,165499
37,65,54,34,38,73,64,35,48,39,165503
15,15,15,35,20,32,20,42,17,40,165758
36,44,48,14,30,43,27,37,27,16,165759
20,4,16,24,0,36,32,32,28,40,165806
58,40,61,77,55,22,52,38,70,25,166017
42,37,44,48,30,42,48,41,24,65,166123
27,30,28,12,28,25,35,30,23,18,166141
6,48,60,18,12,12,36,6,24,6,166363
81,17,64,64,24,58,0,58,77,57,166391
33,56,39,15,50,30,21,38,55,13,166409
37,60,61,38,36,25,48,35,35,51,166596
2,25,15,5,25,5,25,2,12,7,166772
38,30,24,44,26,62,34,42,22,48,166824
24,29,25,12,17,44,37,28,25,30,166825
12,18,18,11,8,16,17,12,11,14,166922
75,70,35,40,95,45,50,80,45,15,167455
32,30,71,40,3,40,55,52,17,22,167471
12,24,26,33,24,28,44,26,39,43,167478
42,27,24,30,32,36,7,29,35,38,167507
0,0,0,0,0,0,0,0,0,0,167517
36,40,54,57,51,44,46,8,43,58,167521
0,0,0,0,0,0,0,0,0,0,167587
29,49,54,40,23,32,44,15,28,34,167746
9,35,15,63,47,34,36,53,46,40,167800
28,21,41,51,51,26,33,36,25,50,167812
59,42,59,31,38,28,31,56,21,24,168029
36,3,64,11,50,13,66,41,56,43,168034
72,18,36,90,63,18,54,90,63,81,168036
50,100,70,90,10,100,80,100,50,0,168047
24,48,76,32,44,68,44,16,16,36,168064
0,0,0,0,0,0,0,0,0,0,168144
52,39,55,48,38,31,40,15,51,40,168216
49,30,28,20,34,29,51,45,25,48,168245
23,29,43,20,60,38,38,31,12,31,168387
28,21,14,21,7,0,14,70,7,0,168438
36,36,48,44,26,35,44,24,58,40,168642
72,18,90,45,90,36,36,90,45,45,168816
42,30,65,22,12,57,37,32,30,42,168954
21,2,9,11,18,20,0,6,12,1,168985
41,52,60,56,50,10,49,50,48,10,169192
28,63,0,35,63,35,63,21,7,0,169681
34,27,21,28,37,35,38,28,26,42,169682
34,45,20,36,31,44,31,47,47,56,169699
27,18,28,22,46,34,33,29,43,26,169735
42,13,77,29,51,65,43,41,61,48,169779
72,72,72,36,72,90,27,9,45,27,169824
31,10,12,29,2,41,25,26,30,34,170073
44,26,52,41,36,36,43,38,45,26,170077
6,27,21,6,0,12,3,30,9,0,170118
0,0,0,0,0,0,0,0,0,0,170158
29,14,53,28,55,41,21,37,50,32,170184
28,45,28,0,31,52,66,24,14,45,170415
22,51,46,28,53,36,35,35,30,38,170513
9,16,25,26,20,18,28,38,34,25,170595
52,42,43,22,42,42,33,41,54,51,170634
29,50,77,45,57,51,53,39,18,30,170724
44,67,23,29,46,66,45,48,62,69,170742
30,31,50,57,20,41,68,15,40,54,170762
60,48,30,45,39,45,39,63,48,63,170947
34,37,37,61,38,33,37,32,36,39,171031
43,18,43,17,51,28,35,26,20,43,171118
37,27,26,42,35,38,18,48,42,50,171295
0,0,0,0,0,0,0,0,0,0,171359
56,17,46,19,35,58,41,61,7,36,171445
45,80,45,24,55,33,37,61,58,76,171602
80,40,56,8,48,40,8,8,24,24,171638
23,33,40,50,59,65,30,35,56,12,171818
59,75,28,47,21,42,58,21,40,25,171846
30,63,36,26,26,33,10,40,13,50,171904
41,35,26,47,29,51,31,24,65,53,171968
37,41,48,37,47,60,49,53,47,75,171970
42,49,21,63,35,63,42,63,42,56,172010
48,33,21,32,32,8,50,55,60,31,172030
32,56,41,31,50,27,17,54,66,56,172061
12,0,18,12,0,6,60,24,42,0,172091
53,43,33,52,45,36,61,43,60,35,172512
68,57,32,39,28,37,50,33,66,39,172676
41,39,32,28,38,22,49,18,30,17,172742
8,38,32,37,34,28,35,21,41,42,172760
14,42,63,0,63,35,70,0,14,21,172888
0,0,0,0,0,0,0,0,0,0,172941
0,30,0,40,30,70,70,60,20,0,173111
25,5,44,50,20,29,34,7,33,12,173122
38,33,36,15,38,0,34,49,28,17,173291
61,72,43,45,56,54,43,38,49,34,173343
47,22,20,44,34,20,18,25,51,60,173415
36,22,16,47,32,23,24,57,46,52,173481
24,47,35,22,45,33,22,62,40,11,173486
7,15,34,31,20,26,35,30,40,28,173632
17,14,25,32,20,11,20,23,3,16,173650
29,35,38,49,36,54,42,27,51,28,173679
12,22,40,22,17,7,12,27,40,40,173684
10,10,40,30,30,40,0,60,20,90,173835
47,34,34,80,4,49,0,33,28,61,173860
26,2,2,8,0,21,16,16,5,26,174092
38,29,48,31,34,55,37,29,18,39,174216
40,40,33,36,22,37,35,42,38,29,174304
41,31,48,47,49,40,44,56,37,37,174326
45,85,20,50,55,10,85,35,30,90,174534
29,18,18,33,42,14,25,20,29,26,174596
80,72,16,48,24,64,16,32,16,48,174700
24,17,35,11,22,36,9,23,26,21,174726
28,42,43,30,36,28,26,45,29,34,174791
52,17,37,62,5,55,55,25,55,27,174830
53,61,71,55,52,32,61,59,24,41,174848
20,30,40,35,20,15,10,25,15,50,174892
48,56,40,40,40,16,72,24,80,40,174914
35,45,28,46,32,32,32,37,38,35,174916
30,0,50,50,15,5,10,15,5,45,174987
30,20,100,20,90,10,90,20,70,100,175003
31,46,33,42,25,52,43,55,63,27,175052
39,62,37,51,52,50,42,27,58,45,175100
50,50,30,31,46,60,46,41,20,35,175399
16,64,16,0,56,0,80,0,48,64,175485
9,36,90,27,63,27,63,36,0,72,175636
21,0,9,21,15,30,24,0,3,0,175978
38,18,44,30,39,14,40,42,29,36,176214
42,42,35,49,21,63,28,21,0,49,176348
56,8,80,56,40,16,80,48,40,16,176459
57,56,14,53,15,44,31,11,43,3,176486
45,15,50,95,50,50,85,40,50,95,176667
0,0,0,0,0,0,0,0,0,0,176838
18,36,30,48,6,60,6,36,48,24,176875
45,9,63,40,13,63,76,76,76,31,177040
45,49,37,24,33,47,33,41,48,34,177072
26,64,8,31,53,76,51,50,46,39,177073
62,48,56,57,28,49,34,53,45,28,177090
32,8,48,8,32,8,80,72,80,80,177091
27,43,29,33,48,36,28,15,25,42,177180
90,0,90,27,0,63,36,0,63,72,177186
55,38,42,17,33,30,53,18,17,46,177233
14,21,35,35,42,0,56,7,21,14,177277
39,68,42,52,69,39,37,28,41,58,177284
14,61,30,32,66,29,47,23,31,66,177349
35,49,69,56,67,80,82,63,65,72,177374
45,45,90,81,90,18,90,90,36,0,177375
13,35,50,33,21,33,67,39,38,31,177432
58,38,18,51,45,30,44,59,16,16,177458
70,10,10,40,30,10,70,70,30,30,177590
77,37,9,50,68,80,66,46,56,19,177660
18,48,53,49,26,49,39,24,18,21,177690
30,29,21,45,30,56,45,50,35,49,177879
17,0,24,17,31,28,14,21,35,10,178035
20,27,54,35,37,46,36,29,2,19,178199
26,23,66,47,24,24,53,59,54,33,178201
56,80,16,0,56,16,16,0,80,32,178223
64,13,28,48,16,78,59,20,46,59,178522
37,37,27,26,16,26,17,29,12,7,178667
7,3,8,8,13,9,2,8,7,10,178797
50,10,16,40,26,26,43,36,54,31,178914
23,14,26,25,53,45,37,32,3,38,178920
32,8,72,24,80,24,48,48,64,72,178950
28,51,40,46,32,29,20,33,30,54,179019
3,34,3,37,24,44,20,23,10,50,179075
7,19,25,25,9,7,12,22,14,21,179216
0,0,0,0,0,0,0,0,0,0,179256
15,25,31,23,16,5,43,16,23,28,179288
26,47,37,61,33,23,37,38,13,60,179327
60,51,21,49,0,24,2,45,57,17,179433
0,0,0,0,0,0,0,0,0,0,179624
48,51,36,65,48,30,31,38,40,50,179718
34,66,47,50,16,41,58,36,43,33,179730
25,75,30,20,40,70,55,35,35,25,179734
28,9,39,49,16,45,28,15,9,33,179739
28,61,42,39,19,40,19,41,38,10,179744
34,70,20,35,8,47,61,24,36,32,179772
37,56,43,57,58,66,8,67,59,70,179791
0,0,0,0,0,0,0,0,0,0,179799
38,25,32,43,43,27,41,30,19,42,179826
60,90,20,10,20,60,0,70,20,40,179857
23,29,12,36,39,24,36,39,11,35,179939
11,44,18,26,15,33,20,33,11,16,179978
48,32,34,45,19,35,26,32,36,44,180032
31,48,29,23,35,27,47,46,61,39,180042
0,0,0,0,0,0,0,0,0,0,180436
39,12,20,19,16,6,31,43,45,37,180591
31,25,18,44,27,54,11,33,53,33,180651
42,49,0,35,70,56,42,28,63,70,180840
0,70,35,49,0,49,42,0,56,70,180860
37,21,18,28,42,24,27,36,18,16,180957
27,25,37,22,27,25,22,45,7,45,181120
55,42,21,23,43,40,35,39,21,48,181176
42,63,21,7,21,49,56,14,42,56,181212
10,15,5,35,35,35,45,20,45,25,181532
11,42,36,39,30,45,41,35,30,32,181687
61,66,56,53,28,16,37,32,57,63,181948
60,90,70,80,50,100,80,70,80,90,182053
35,5,25,45,60,50,65,50,10,30,182085
40,45,90,20,45,75,65,50,30,75,182086
90,90,80,50,100,60,10,10,10,90,182101
55,19,52,49,51,26,38,26,51,72,182202
35,36,22,38,41,23,35,24,27,25,182393
50,50,40,70,0,90,30,30,20,20,182403
35,45,25,25,30,30,5,40,15,45,182414
16,24,31,63,62,4,76,33,47,72,182459
26,16,15,38,56,38,12,6,27,28,182527
29,64,86,40,39,57,37,12,47,50,182642
32,26,46,32,33,47,50,30,58,29,182819
15,37,25,20,33,25,35,48,48,46,182838
43,33,68,49,16,28,51,45,73,54,182969
65,43,66,95,14,38,35,47,23,10,182993
47,19,53,55,24,50,40,33,52,74,183046
66,65,61,28,24,47,27,40,50,67,183061
5,45,20,0,50,50,45,15,20,20,183088
27,52,29,36,31,25,50,58,52,40,183101
65,70,75,40,75,30,25,50,20,70,183142
10,50,95,20,30,50,55,85,55,60,183187
34,35,46,42,53,55,75,29,51,51,183196
33,31,56,57,57,80,69,55,28,49,183287
63,21,3,24,32,30,12,60,75,34,183347
31,13,45,40,76,22,67,45,40,18,183436
8,8,40,56,0,32,0,80,40,48,183476
35,46,24,20,35,39,19,23,12,17,183532
70,56,21,63,63,35,0,21,42,0,183952
31,36,27,18,23,30,55,45,42,17,183958
46,38,48,35,14,57,61,50,41,36,183995
38,28,72,37,68,21,32,9,35,49,184279
20,24,29,52,28,34,20,30,37,24,184299
29,59,39,44,46,33,46,52,54,59,184365
26,22,46,40,20,24,38,50,24,18,184386
7,14,35,28,70,28,35,49,0,28,184401
12,60,6,6,6,24,0,54,18,54,184424
13,15,30,17,29,26,16,27,33,11,184465
41,32,39,24,33,34,44,19,26,32,184513
44,46,40,67,51,61,57,43,36,45,184532
72,32,80,72,80,48,72,48,80,16,184789
0,0,0,0,0,0,0,0,0,0,184871
33,34,41,53,52,44,43,25,41,62,184985
55,51,52,34,54,23,16,21,28,13,185087
19,67,52,11,22,25,33,34,40,58,185147
31,24,54,42,48,19,35,43,57,40,185176
23,22,31,25,22,22,5,28,23,31,185233
30,40,5,50,65,40,37,40,10,22,185275
16,23,15,8,28,1,9,22,11,16,185308
27,59,46,53,26,47,30,48,39,12,185384
0,0,0,0,0,0,0,0,0,0,185514
40,23,22,43,32,36,42,37,41,36,185634
56,40,8,16,56,72,48,72,40,0,185677
46,84,60,58,32,58,56,50,24,36,185722
26,21,42,36,35,51,42,37,39,37,185771
29,31,23,23,21,37,29,45,26,43,186039
16,43,40,23,10,50,33,46,10,53,186570
16,1,15,6,13,8,3,3,10,3,186736
8,0,80,0,0,24,24,64,0,16,186807
47,44,36,52,27,50,39,37,33,43,187065
47,56,19,54,33,52,29,43,35,44,187145
54,32,50,18,24,48,50,25,33,43,187256
72,32,48,80,56,64,64,72,80,16,187333
0,0,0,0,0,0,0,0,0,0,187379
28,45,40,44,22,39,39,60,27,32,187410
50,50,0,40,20,90,0,70,60,60,187425
30,30,29,11,43,67,18,12,42,25,187517
44,29,25,38,27,30,9,29,31,35,187520
18,54,24,6,36,24,48,30,60,0,187574
58,43,35,52,42,47,61,39,72,52,187598
45,50,0,20,15,15,20,10,30,5,187613
25,15,100,40,10,55,75,5,50,40,187624
35,31,70,24,43,57,22,50,62,27,187747
33,46,22,40,40,44,32,38,20,38,187762
46,64,72,48,51,37,47,35,21,53,187763
35,5,10,40,45,15,5,10,30,40,187801
46,18,30,30,31,57,44,18,56,32,187822
56,32,72,56,56,64,72,40,24,80,187863
37,39,25,33,19,48,15,31,27,31,187904
34,32,22,30,28,22,36,34,20,16,188010
42,51,57,54,69,36,24,72,36,48,188022
26,34,46,37,64,38,4,58,72,51,188027
9,9,33,40,26,18,24,60,62,27,188171
69,56,56,73,21,39,32,27,31,55,188273
52,60,24,39,66,52,74,52,18,28,188369
13,15,29,18,49,43,39,30,36,35,188513
28,53,46,38,40,40,53,22,47,29,188659
0,0,54,18,30,42,6,12,30,54,188696
45,55,90,55,45,25,65,40,40,45,188796
39,47,42,34,21,44,15,37,21,64,188951
41,36,8,14,24,9,37,34,22,31,189080
57,32,13,13,34,32,21,44,40,63,189104
44,25,10,21,32,52,23,29,37,21,189115
28,53,47,19,30,34,26,53,24,30,189139
0,0,0,0,0,0,0,0,0,0,189227
44,42,47,52,40,37,36,56,62,49,189334
7,14,28,0,21,21,7,56,35,56,189474
45,30,55,25,45,36,49,33,28,54,189516
24,42,42,37,37,50,45,45,56,26,189558
2,20,50,27,32,22,20,32,42,45,189835
20,10,20,27,6,1,2,15,35,12,189848
0,28,42,35,28,49,14,35,28,49,189855
26,22,28,23,8,26,20,31,38,33,189973
56,77,47,33,24,42,64,20,58,44,190185
56,32,48,0,32,0,56,24,24,8,190298
18,37,44,25,28,32,18,41,20,48,190374
43,36,55,40,38,15,53,43,40,41,190459
33,29,28,23,30,22,34,29,45,28,190708
32,20,29,33,29,24,19,26,26,19,190741
21,10,46,25,17,22,55,24,49,39,190789
33,27,28,14,41,31,32,43,33,25,190831
58,41,50,24,73,65,40,37,31,52,190844
72,48,48,80,64,0,8,0,0,80,190871
0,0,0,0,0,0,0,0,0,0,190885
0,24,30,24,24,30,18,18,60,42,190923
25,31,49,33,12,17,45,38,28,34,191014
76,42,22,43,28,49,28,58,48,63,191523
25,15,27,12,50,35,25,27,37,22,191560
8,27,38,17,29,34,21,6,20,20,191575
10,10,31,7,10,28,0,3,21,28,191716
54,0,54,45,0,0,9,45,27,27,191720
0,0,0,0,0,0,0,0,0,0,191775
36,36,27,63,18,27,0,54,0,9,191865
2,36,24,8,22,19,31,36,35,41,191883
17,46,43,34,62,33,50,25,31,50,192093
58,60,32,34,70,38,44,50,20,40,192211
32,40,64,8,32,16,24,72,40,56,192245
58,37,34,7,67,63,22,39,18,30,192428
45,47,12,38,6,45,52,46,21,24,192462
49,49,7,21,70,42,70,21,21,35,192710
42,45,27,30,16,26,41,46,31,12,193131
55,60,30,25,25,40,75,70,30,10,193248
20,30,25,36,39,30,19,17,41,30,193458
100,70,10,60,80,100,90,40,90,20,193469
27,27,24,32,44,14,34,55,15,20,193499
56,28,44,20,24,28,32,32,44,52,193529
18,0,43,9,50,90,54,62,31,42,193533
11,10,4,9,9,11,1,4,6,6,193560
49,36,67,22,45,22,40,9,40,36,193676
28,42,12,26,54,46,34,29,45,19,193750
0,30,80,70,20,90,50,80,90,70,193778
27,35,38,49,10,57,47,40,28,43,193898
35,17,38,24,17,28,49,17,56,21,194172
54,71,38,35,53,52,46,23,78,35,194358
0,0,0,0,0,0,0,0,0,0,194500
72,24,41,60,42,28,76,53,66,45,194519
59,34,54,42,20,36,44,60,37,59,194600
44,51,56,25,39,53,26,47,34,28,194605
16,21,28,43,14,28,31,34,26,29,194614
61,29,20,33,50,53,40,53,32,35,194646
47,33,55,52,18,34,34,45,29,38,194669
32,31,31,33,38,23,41,24,34,34,194676
56,0,80,64,64,8,48,72,16,48,194864
52,28,61,35,25,23,23,71,67,48,194957
15,10,30,5,20,30,0,15,5,25,195016
72,63,36,54,63,0,63,90,54,90,195079
8,16,18,10,0,8,24,5,24,10,195116
46,48,47,13,50,31,49,48,43,41,195374
15,35,65,62,44,45,36,21,80,48,195455
40,37,22,68,37,36,59,49,63,29,195469
22,42,26,42,59,74,15,61,61,28,195694
5,24,46,29,40,27,33,11,43,28,195904
45,20,20,5,25,40,5,45,5,10,196018
65,49,37,49,52,35,19,26,19,58,196047
27,44,53,39,32,39,51,23,33,38,196053
14,46,58,52,56,40,18,24,34,41,196077
0,50,80,80,100,30,60,90,0,90,196106
24,31,21,43,32,12,28,26,22,41,196108
40,70,80,20,20,60,80,0,0,10,196146
56,36,56,34,64,49,31,53,76,42,196148
35,7,10,31,52,24,7,31,42,0,196160
0,0,0,0,0,0,0,0,0,0,196191
41,14,40,41,52,41,62,39,69,49,196282
50,10,40,50,5,15,15,5,10,10,196466
41,35,28,42,35,52,45,33,27,36,196502
70,20,60,60,80,0,40,70,20,40,196656
72,32,72,80,16,16,40,0,48,16,196738
32,34,38,22,20,34,32,12,27,9,196775
19,20,28,30,17,19,35,35,27,49,197206
58,48,44,40,15,28,33,44,36,23,197364
0,24,21,2,0,16,13,5,0,10,197410
9,54,58,49,63,18,67,40,40,22,197502
72,26,66,71,13,22,66,30,48,31,197659
32,67,59,60,58,35,49,46,40,42,197687
30,34,24,80,9,44,52,75,39,54,197775
25,13,45,40,38,51,58,23,13,4,198012
18,40,40,8,34,40,14,40,31,27,198046
0,0,0,0,0,0,0,0,0,0,198147
14,21,31,10,35,35,17,3,31,7,198243
82,83,42,58,70,20,46,59,82,64,198726
53,22,67,76,31,12,51,8,77,29,198930
15,23,24,1,24,6,11,12,35,10,198982
40,90,40,40,90,90,90,40,100,10,199025
40,10,24,25,58,27,45,33,29,59,199041
0,35,30,40,10,35,5,40,0,45,199075
