User-ID,Location,Age
177091,"forest grove, oregon, usa",36.0
177180,"akron, ohio, usa",39.0
177186,"charleston, south carolina, usa",42.0
177233,"austin, texas, usa",23.0
177277,"plymouth, england, united kingdom",30.0
177284,"colorado springs, colorado, usa",30.0
177349,"kingston, washington, usa",33.0
177374,"kingston, washington, usa",
177375,"w.m., pennsylvania, usa",42.0
177432,"wichita, kansas, usa",33.0
177458,"ottawa, ontario, canada",29.0
177590,"green bay, wisconsin, usa",49.0
177660,"lille, nord, france",
177690,"nottingham, maryland, usa",27.0
177879,"san diego, california, usa",22.0
178035,"pembroke, , canada",81.0
178199,"amarillo, texas, usa",
178201,"saint louis, ,",
178223,"sioux falls, south dakota, usa",34.0
178522,"somerset, ,",
178667,"freehold, new jersey, usa",34.0
178797,"porto, porto, portugal",29.0
178914,"bradenton, florida, usa",
178920,"san francisco, california, usa",31.0
178950,"orlando, florida, usa",
179019,"little falls, new york,",
179075,"hampton, , usa",82.0
179216,"sevilla, sevilla, spain",25.0
179256,"coimbra, coimbra, portugal",29.0
179288,"russell, massachusetts, usa",50.0
179327,"franklin, tennessee, usa",18.0
179433,"raleigh, north carolina, usa",42.0
179624,"ourense, ourense, spain",31.0
179718,"leroy, ,",39.0
179730,"harmony, rhode island, usa",
179734,"greenville, texas, usa",26.0
179739,"aurora, ontario, canada",42.0
179744,"manchester, connecticut, usa",26.0
179772,"high river, alberta, canada",37.0
179791,"sydney, new south wales, australia",22.0
179799,"brisbane, queensland, australia",26.0
179826,"oldham, england, united kingdom",22.0
179857,"pozzolengo, lombardy, italy",41.0
179939,"barcelona, granollers, spain",27.0
179978,"perry, new york, usa",28.0
180032,"brooklyn, new york, usa",
180042,"thornton, ontario, canada",63.0
180436,"sant vicenç de montalt - caldetas, catalunya, spain",51.0
180591,"rio tinto, porto, portugal",1.0
180651,"coventry, england, united kingdom",54.0
180840,"riverside, california, usa",33.0
180860,"london, ontario, canada",
180957,"adelaide, south australia, australia",
181120,"ottawa, ontario, canada",
181176,"st. louis, missouri, usa",43.0
181212,"roswell, georgia, usa",32.0
181532,"brook park, ohio, usa",
181687,"austin, texas, usa",29.0
181948,"elk grove, california, usa",47.0
182053,"london, ontario, canada",30.0
182085,"ginsheim, hessen, germany",
182086,"ginsheim, hessen, germany",
182101,"lake forest, illinois, usa",
182202,"black hawk, south dakota, usa",20.0
182393,"the center of, my own little world, usa",35.0
182403,"memphis, tennessee, usa",35.0
182414,"chicago, illinois, usa",25.0
182459,"fort wayne, indiana, usa",28.0
182527,"pekin, illinois, usa",62.0
182642,"paimpol, bretagne, france",24.0
182819,"long beach, california, usa",44.0
182838,"cumberland, maryland, usa",26.0
182969,"minneapolis, minnesota, usa",36.0
182993,"carneys point, new jersey, usa",40.0
183046,"toronto, ontario, canada",
183061,"manchester, connecticut, usa",30.0
183088,"arlington, virginia, usa",43.0
183101,"kingsport, tennessee, usa",15.0
183142,"west falls, new york, usa",
183187,"williamsport, pennsylvania, usa",48.0
183196,"peoria, illinois, usa",33.0
183287,"paris, ile de france, france",28.0
183347,"ft. meade, maryland, usa",35.0
183436,"secane, pennsylvania, usa",24.0
183476,"chinook, washington, usa",29.0
183532,"sherman, texas, usa",35.0
183952,"alexandria, louisiana, usa",68.0
183958,"pambula, new south wales, australia",57.0
183995,"columbus (grandview heights), ohio, usa",49.0
184279,"san angelo, texas, usa",29.0
184299,"omaha, nebraska, usa",31.0
184365,"portland, oregon, usa",
184386,"móstoles, madrid, spain",23.0
184401,"olympia, washington, united state",55.0
184424,"dayton, ohio, usa",44.0
184465,"louisville, kentucky, usa",33.0
184513,"navarre, florida, usa",61.0
184532,"des moines, iowa, usa",28.0
184789,"vancouver, british columbia, canada",34.0
184871,"freiburg, baden-wuerttemberg, germany",27.0
184985,"porto, porto, portugal",28.0
185087,"slatington, pennsylvania, usa",41.0
185147,"canaan, new york, usa",33.0
185176,"dayton, ohio, usa",37.0
185233,"winnemucca, nevada, usa",31.0
185275,"seattle, washington, usa",32.0
185308,"winchester, england, united kingdom",
185384,"st. charles, missouri, usa",
185514,"golden bay, takaka, new zealand",32.0
185634,"fridley, minnesota, usa",
185677,"tampa, florida, usa",
185722,"long beach, california, usa",24.0
185771,"alexandria, virginia, usa",39.0
186039,"tehran, tehran, iran",24.0
186570,"rantoul, illinois, usa",28.0
186736,"barcelona, catalunya,",
186807,"powell, ohio, usa",
187065,"red feather lakes, ,",
187145,"grapeview, washington, usa",65.0
187256,"citrus heights, california, usa",
187333,"pinto, madrid, spain",33.0
187379,"tarazona, zaragoza, spain",42.0
187410,"kansas city, n/a, usa",100.0
187425,"san francisco, california, usa",12.0
187517,"brooklyn, new york, usa",28.0
187520,"hull, england, united kingdom",29.0
187574,"metuchen, new jersey, usa",
187598,"le mans, pays de la loire, france",16.0
187613,"olympia, washington, usa",19.0
187624,"mountlake terrace, washington, usa",34.0
187747,"charlestown, massachusetts, usa",22.0
187762,"rapid city, south dakota, usa",24.0
187763,"nyack, new york, usa",33.0
187801,"barcelona, catalunya, spain",47.0
187822,"el dorado hills, california, usa",37.0
187863,"greenwood, south carolina, usa",33.0
187904,"pegram, tennessee, usa",35.0
188010,"edmonton, alberta, canada",
188022,"harlowton, montana, usa",
188027,"saint francis, minnesota, usa",44.0
188171,"st. louis, missouri, usa",
188273,"hawthorne, new jersey, usa",22.0
188369,"hong kong, n/a, hong kong",25.0
188513,"brookfield, wisconsin, usa",44.0
188659,"orange, connecticut, usa",61.0
188696,"chula vista, california,",
188796,"toronto, ontario, canada",
188951,"valdosta, georgia, usa",24.0
189080,"hoxie, arkansas, usa",28.0
189104,"oceanside, california, usa",26.0
189115,"st. louis, missouri, usa",28.0
189139,"lake country, british columbia, canada",40.0
189227,"hamburg, hamburg, germany",36.0
189334,"ottawa, ontario, canada",49.0
189474,"plano, texas, usa",41.0
189516,"colorado springs, colorado, usa",37.0
189558,"catlettsburg, kentucky, usa",55.0
189835,"honolulu, hawaii, usa",
189848,"henley-on-thames, oxfordshire, united kingdom",36.0
189855,"austin, texas, usa",33.0
189973,"pittsburgh, pennsylvania, usa",
190185,"mesa, ,",
190298,"westminster, maryland, usa",
190374,"kamloops, british columbia, canada",38.0
190459,"schertz, texas, usa",40.0
190708,"ramona, california, usa",43.0
190741,"corpus christi, texas, usa",52.0
190789,"concord, new hampshire, usa",
190831,"calgary, alberta, canada",
190844,"forest grove, oregon, usa",
190871,"fremantle, western australia, australia",
190885,"philadelphia, pennsylvania, usa",38.0
190923,"burlington, vermont, usa",45.0
191014,"chicago, illinois, usa",
191523,"madison, indiana, usa",41.0
191560,"falls church, virginia, usa",59.0
191575,"st.catharines, ontario, canada",30.0
191716,"tatamagouche, nova scotia, canada",49.0
191720,"ravensburg, baden-württemberg, germany",37.0
191775,"federal way, washington, usa",64.0
191865,"roswell, georgia, usa",3.0
191883,"mount airy, north carolina, usa",27.0
192093,"lake worth, florida, usa",46.0
192211,"grove city, ohio, usa",45.0
192245,"beaverton, ,",
192428,"leeds, alabama, usa",34.0
192462,"lacey, washington, usa",
192710,"ponte vedra, florida, usa",53.0
193131,"dublin, n/a, ireland",28.0
193248,"saratoga springs, new york, usa",32.0
193458,"toronto, ontario, canada",40.0
193469,"umatilla, oregon, usa",29.0
193499,"deland, florida, usa",41.0
193529,"florissant, missouri, usa",51.0
193533,"la crescenta, california, usa",50.0
193560,"coalville, england, united kingdom",37.0
193676,"waterford, new york, usa",27.0
193750,"pasadena,maryland, maryland, usa",49.0
193778,"dallas, georgia, usa",
193898,"paradise, pennsylvania, usa",
194172,"mountain park, georgia,",54.0
194358,"wien, wien, austria",26.0
194500,"adelaide, south australia, australia",60.0
194519,"paris, ile de france, france",28.0
194600,"toronto, ontario, canada",51.0
194605,"stroudsburg, pennsylvania, usa",41.0
194614,"littleton, colorado, usa",33.0
194646,"hove, england, united kingdom",50.0
194669,"savannah, georgia, usa",46.0
194676,"jonesboro, arkansas, usa",
194864,"gavà, catalunya, spain",26.0
194957,"reinbek, schleswig-holstein, germany",41.0
195016,"bragança, trás-os-montes, portugal",37.0
195079,"omaha, nebraska, usa",43.0
195116,"newcastle upon tyne, tyne & wear, united kingdom",27.0
195374,"navarre, florida, usa",51.0
195455,"southern, south dakota, usa",
195469,"congers, new york, usa",39.0
195694,"tucson, arizona, usa",29.0
195904,"ruby, south carolina, usa",36.0
196018,"joliet, illinois, usa",27.0
196047,"macomb, michigan, usa",55.0
196053,"pittsburgh, pennsylvania, usa",35.0
196077,"disputanta, virginia, usa",28.0
196106,"west palm beach, florida, usa",34.0
196108,"seattle, washington, usa",34.0
196146,"silsden, keighley, england, united kingdom",38.0
196148,"aylmer, québec, canada",26.0
196160,"auburn, alabama, usa",22.0
196191,"warsaw, n/a, poland",18.0
196282,"ozark, alabama, usa",25.0
196466,"king of prussia, pennsylvania, usa",30.0
196502,"decatur, georgia, usa",38.0
196656,"seixal, seixal, portugal",26.0
196738,"snellville, georgia, usa",39.0
196775,"toronto, ontario, canada",
197206,"virginia beach, virginia, usa",
197364,"cumming, georgia, usa",30.0
197410,"stockholm, stockholm, sweden",31.0
197502,"thornton, colorado, usa",26.0
197659,"indiana, pennsylvania, usa",49.0
197687,"plymouth, indiana, usa",
197775,"iasi, iasi, romania",21.0
198012,"baltimore, maryland, usa",34.0
198046,"milwaukee, wisconsin, usa",51.0
198147,"loures, lisboa, portugal",27.0
198243,"llavaneres (barcelona), ,",30.0
198726,"brooklyn park, minnesota, usa",46.0
198930,"mesquite, texas, usa",21.0
198982,"colchester, england, united kingdom",34.0
199025,"charleston, south carolina, usa",
199041,"pleasanton, california, usa",
199075,"manchester, england, united kingdom",37.0
199092,"rotterdam, zuid-holland, netherlands",50.0
199167,"besançon, franche-comté, france",42.0
199209,"napa, california, usa",32.0
199416,"houma, louisiana,",65.0
199515,"la cienega, new mexico, usa",44.0
199772,"vista, california, usa",
200226,"burlington, ontario, canada",39.0
200245,"gaithersburg, maryland, usa",
200422,"plainfield, illinois, usa",29.0
200643,"austin, texas, usa",21.0
200674,"pittsburg, missouri, usa",58.0
200978,"culemborg, gelderland, netherlands",41.0
201017,"palmetto bay, florida, usa",36.0
201042,"birmingham, alabama, usa",34.0
201058,"e-ville, california, usa",
201141,"ottawa, ontario, canada",27.0
201290,"seixal, setúbal, portugal",35.0
201353,"st. thomas, ontario, canada",19.0
201447,"springfield, virginia, usa",40.0
201526,"vancouver, british columbia, canada",25.0
201548,"rheinfelden, baden-wuerttemberg, germany",29.0
201641,"ottawa, ontario, canada",19.0
201674,"sellersville, pennsylvania, usa",28.0
201677,"hawthorne, new jersey, usa",29.0
201684,"austin, texas, usa",24.0
201768,"fredericton, new brunswick, canada",47.0
201776,"saint john, new brunswick, canada",22.0
201783,"white haven, pennsylvania, usa",25.0
201969,"vancouver, british columbia, canada",
202277,"kennesaw, georgia, usa",54.0
202358,"setúbal, setúbal, portugal",52.0
202462,"arlington, texas, usa",32.0
202564,"portsmouth, england, united kingdom",
202711,"westminster, texas, usa",30.0
202963,"carrboro, north carolina, usa",32.0
203017,"minneapolis, minnesota, usa",32.0
203044,"bloomington, indiana, usa",40.0
203074,"milwaukee, wisconsin, usa",23.0
203075,"huntington beach, california, usa",23.0
203240,"st. louis, missouri, usa",32.0
203280,"melbourne, victoria, australia",28.0
203380,"nuneaton, england, united kingdom",38.0
203401,"livermore, california, usa",
203566,"helotes, texas, usa",
203567,"torino, piemonte, italy",32.0
203603,"manila, metro manila, philippines",37.0
203764,"petersburg, virginia, usa",48.0
203799,"menasha, wisconsin, usa",54.0
203844,"moncton, new brunswick, canada",40.0
203900,"portland, oregon, usa",30.0
203910,"manila, makati, phillipines",16.0
204167,"watervliet, new york, usa",30.0
204359,"brooklyn, new york,",40.0
204393,"orlando, florida, usa",23.0
204457,"hawthorne, new jersey, usa",55.0
204474,"hartford, connecticut, usa",
204591,"toronto, ontario, canada",30.0
204663,"coimbra, n/a, portugal",43.0
204676,"metuchen, new jersey, usa",
204813,"jersey city, new jersey, usa",
204825,"burladingen, baden-wuerttemberg, germany",18.0
204864,"simi valley, california, usa",47.0
204936,"campbell, california, usa",
204946,"chesterfield, england, united kingdom",47.0
204964,"chicopee, massachusetts, usa",24.0
205072,"calgary, alberta, canada",33.0
205281,"tonawanda, new york, usa",37.0
205383,"hucknall, nottinghamshire, united kingdom",36.0
205426,"seattle, washington, usa",36.0
205448,"roma, lazio, italy",22.0
205473,"ottawa, ontario, canada",32.0
205487,"waltham, massachusetts, usa",36.0
205708,"langenfeld, nordrhein-westfalen, germany",39.0
205735,"mosinee, wisconsin, usa",26.0
205843,"swanmore, england, united kingdom",37.0
205919,"fort worth, texas, usa",25.0
205943,"boston, massachusetts, usa",43.0
205980,"west chester, pennsylvania, usa",
206016,"burnaby, british columbia, canada",25.0
206074,"new britain, connecticut, usa",16.0
206202,"arlington heights, illinois, usa",16.0
206219,"oliva de plasencia, cáceres, spain",19.0
206249,"douglasville, georgia, usa",20.0
206305,"lancaster, ohio, usa",
206393,"glendale, california, usa",29.0
206423,"columbia, maryland, usa",
206438,"katy, texas, usa",24.0
206475,"chemnitz, sachsen, germany",43.0
206534,"evanston, illinois, usa",
206563,"pomfret center, connecticut, usa",45.0
206567,"new orleans, louisiana, usa",33.0
206691,"greenfield, indiana, usa",28.0
206695,"hanover, colorado, usa",45.0
206775,"athens, attiki, greece",
206865,"poitiers, vienne, france",22.0
206932,"barcelona, barcelona, spain",29.0
206944,"camarillo, california, usa",26.0
206959,"niceville, florida, usa",32.0
207148,"san diego, california, usa",42.0
207246,"owensboro, kentucky, usa",28.0
207259,"florence, oregon, usa",38.0
207339,"wells, maine, usa",43.0
207341,"ottawa, ontario, canada",58.0
207349,"seadrift, texas, usa",25.0
207494,"huntsville, alabama, usa",42.0
207499,"las cruces, new mexico, usa",
207616,"choctaw, oklahoma,",53.0
207782,"midland, texas, usa",28.0
207825,"fairbanks, alaska, usa",52.0
207835,"houston, ,",57.0
207965,"eugene, oregon, usa",46.0
208019,"tomball, texas, usa",
208095,"hollywood, florida, usa",
208112,"southfield, michigan, usa",32.0
208141,"jefferson, wisconsin, usa",46.0
208147,"federal way, washington, usa",41.0
208406,"kansas city, missouri, usa",30.0
208410,"stevenage, england, united kingdom",23.0
208555,"oakland, new jersey, usa",12.0
208568,"fontana, california, usa",
208668,"umatilla, oregon, usa",59.0
208671,"simi valley, california, usa",
208788,"mesa, arizona, usa",23.0
208815,"san diego, ca, usa",23.0
208829,"fredericton, new brunswick, canada",
208897,"awattukkee foothills, arizona, usa",
208907,"albuquerque, new mexico, usa",26.0
209147,"sacramento, ,",
209148,"cincinnati, ohio, usa",33.0
209156,"arlington heights, illinois, usa",48.0
209160,"ottawa, ontario, canada",32.0
209174,"toronto, ontario, canada",
209229,"fairfax, ,",35.0
209373,"mountain view, california, usa",37.0
209464,"st-sauveur, quebec, canada",17.0
209486,"storm lake, iowa, usa",24.0
209516,"felixstowe, suffolk, united kingdom",57.0
209563,"indianapolis, indiana, usa",48.0
209631,"halifax, nova scotia, canada",23.0
209756,"sacramento, california, usa",36.0
209817,"pittsburgh, pennsylvania, usa",27.0
209875,"crescent city, california, usa",43.0
209974,"orange, california, usa",
210035,"cumberland, maryland, usa",24.0
210168,"los angeles, california, usa",26.0
210273,"london, <foreign>, united kingdom",
210311,"porto, porto, portugal",25.0
210317,"atlanta, georgia, usa",
210485,"carmichael, california, usa",35.0
210587,"harper woods, michigan, usa",
210597,"lake winnebago, missouri, usa",38.0
210685,"medford, oregon, usa",25.0
210717,"wantagh, new york, usa",42.0
210738,"stamford, new york, usa",
210822,"new orleans, louisiana, usa",36.0
210959,"cliffwood, new jersey, usa",30.0
211057,"strasbourg, bas rhin, france",28.0
211137,"state college, pennsylvania, usa",
211344,"vienna, virginia, usa",32.0
211351,"maysville, north carolina, usa",42.0
211426,"pueblo, colorado, usa",24.0
211430,"toronto, ontario, canada",28.0
211610,"buthiers, haute-saône, france",50.0
211847,"okahumpka, florida, usa",27.0
211919,"jacksonville, florida, usa",38.0
212088,"dresden, sachsen, germany",33.0
212142,"warrenton, virginia, usa",37.0
212275,"sandpoint, idaho, usa",9.0
212328,"killeen, texas, usa",34.0
212385,"bulacan, bulacan, philippines",18.0
212467,"weimar, texas, usa",62.0
212628,"horsham, pennsylvania, usa",36.0
212923,"minneapolis, minnesota, usa",34.0
212965,"akron,, ohio, usa",43.0
213066,"griffin, georgia, usa",
213119,"vancouver, british columbia, canada",20.0
213126,"spring, texas, usa",
213150,"destrehan, louisiana, usa",103.0
213197,"fremont, california, usa",33.0
213255,"lancaster, lancashire, united kingdom",32.0
213312,"baltimore, maryland, usa",47.0
213316,"rotherham, england, united kingdom",32.0
213523,"brookville, pennsylvania, usa",
213531,"bolingbrook, illinois, usa",63.0
213628,"springfield, ,",31.0
213638,"zhadum, yedor, usa",43.0
213657,"london, england, united kingdom",28.0
213760,"omaha, nebraska, usa",32.0
213919,"oakland, ,",
214102,"cambridge, massachusetts, usa",
214138,"lakeland,, florida, usa",79.0
214244,"duisburg, nordrhein-westfalen, germany",23.0
214272,"paris, tennessee, usa",42.0
214315,"louisville, kentucky, usa",32.0
214436,"middletown, connecticut, usa",35.0
214786,"boone county, kentucky, usa",
214851,"unknown, unknown, usa",
214890,"edinburgh, scotland, united kingdom",62.0
214920,"lleida, catalunya, spain",35.0
215006,"seattle, washington, usa",44.0
215225,"bonn, nordrhein-westfalen, germany",40.0
215829,"chamblee, georgia, usa",
215942,"toulouse, midi-pyrénées, france",24.0
215953,"córdoba, andalucía, spain",32.0
215986,"fort worth, texas, usa",28.0
215988,"lake oswego, oregon, usa",42.0
216012,"clevelad, ohio, usa",34.0
216386,"taylorsville, utah, usa",25.0
216435,"philadelphia, pennsylvania, usa",24.0
216444,"nunspeet, gelderland, netherlands",57.0
216466,"castleton, vermont, usa",29.0
216557,"victoria, british columbia, canada",33.0
216670,"pensacola, florida, usa",
216683,"san jose, california, usa",
216829,"parker, colorado, usa",
217106,"rock island, illinois, usa",55.0
217121,"frodsham, england, united kingdom",43.0
217271,"colorado springs, colorado, usa",43.0
217318,"sackville, new brunswick, canada",
217375,"st. petersburg, florida, usa",35.0
217468,"singapore, n/a, singapore",23.0
217566,"kl, w.p, malaysia",16.0
217740,"madrid, madrid, spain",37.0
217986,"ypsilanti, michigan, usa",35.0
218005,"wodonga, victoria, australia",33.0
218068,"west lafayette, indiana, usa",35.0
218121,"brighton, colorado, usa",
218221,"miri, sarawak, malaysia",18.0
218241,"ocean pines, maryland, usa",
218411,"brighton, england, united kingdom",45.0
218552,"san antonio, texas, usa",48.0
218568,"byron, minnesota, usa",41.0
218608,"spartanburg, south carolina, usa",31.0
218615,"snoqualmie, washington, usa",
218976,"henderson, tennessee, usa",19.0
219008,"halifax, nova scotia, canada",60.0
219209,"struthers, ohio, usa",
219301,"franklin, massachusetts, usa",
219321,"marshfield, massachusetts, usa",
219546,"new albany, indiana, usa",25.0
219683,"santa ana, california, usa",32.0
219813,"innsbruck, tirol, austria",27.0
219951,"wolverhampton, england, united kingdom",19.0
220122,"bucharest, ilfov,",
220240,"roanoke, texas, usa",34.0
220278,"hammond, indiana, usa",32.0
220314,"mosinee, wisconsin, usa",39.0
220597,"toronto, ontario, canada",26.0
220664,"burlington, vermont, usa",28.0
220688,"brookline, massachusetts, usa",27.0
220867,"adelaide, south australia, australia",25.0
221445,"portland, oregon, usa",
221655,"chevy chase, maryland, usa",
221687,"beach park, illinois, usa",34.0
221705,"jacksonville beach, florida, usa",
221732,"columbia, missouri, usa",26.0
221753,"hagerstown, maryland, usa",35.0
221777,"cuyahoga falls, ohio, usa",26.0
221870,"oelwein, iowa, usa",45.0
221948,"jacksonville, florida, usa",36.0
222035,"bristol, connecticut, usa",56.0
222050,"allen park, michigan, usa",45.0
222054,"newport pagnell, buckinghamshire, united kingdom",34.0
222204,"janesville, california, usa",42.0
222220,"austin, texas, usa",30.0
222296,"chapel hill, north carolina, usa",
222488,"vaihingen an der enz, baden-wuerttemberg, germany",29.0
222563,"griswold, connecticut, usa",41.0
222912,"thil, rhône-alpes, france",41.0
222941,"las vegas, nevada, usa",57.0
223034,"toronto, ontario, canada",
223066,"ottawa, ontario, canada",51.0
223087,"sherman oaks, california, usa",
223154,"wilmington, north carolina, usa",33.0
223156,"springfield, illinois, usa",31.0
223190,"the woodlands, texas, usa",33.0
223201,"huntington beach, california, usa",
223231,"warsaw, n/a, poland",17.0
223253,"laguna park, texas, usa",56.0
223386,"paris, ile de france, france",27.0
223431,"los angeles, california, usa",
223438,"randolph, massachusetts, usa",31.0
223501,"santa cruz, california, usa",
223530,"san diego, california, usa",
223566,"kansas city, missouri, usa",29.0
223644,"newmarket, ontario, canada",30.0
223721,"aberdeen, new jersey, usa",
223787,"fountain valley, california, usa",58.0
223814,"london, england, united kingdom",
223879,"near the gulf, florida, usa",
223953,"vashon island, washington, usa",29.0
224108,"noxen, ,",
224138,"carlsbad, california, usa",
224146,"sarnia, ontario, canada",35.0
224159,"redding, california, usa",
224249,"moline, illinois, usa",
224349,"columbia, maryland, usa",23.0
224366,"kuala lumpur, kuala lumpur, malaysia",33.0
224430,"louisville, kentucky, usa",
224525,"ploiesti, prahova, romania",18.0
224572,"mareny de barraquetes playa, valencia, spain",27.0
224646,"london, england, united kingdom",
224764,"rockaway, new jersey, usa",116.0
224768,"huntington beach, california, usa",41.0
224809,"nashua, new hampshire, usa",61.0
224904,"trevose, pennsylvania, usa",27.0
224923,"cleveland, ohio, usa",24.0
224944,"houston, texas, usa",45.0
224997,"legazpi, albay, philippines",
225066,"lansing, michigan, usa",38.0
225078,"austin, texas, usa",46.0
225087,"toronto, ontario, canada",51.0
225199,"toronto, ontario, canada",54.0
225379,"halifax, nova scotia, canada",24.0
225411,"hamilton, ontario, canada",
225595,"savannah, georgia, usa",37.0
225659,"madrid, madrid, spain",35.0
225686,"daly city, california, usa",16.0
225763,"san francisco, california, usa",
225810,"el cajon, california, usa",56.0
225886,"ruma, illinois, usa",35.0
225887,"chicago, illinois, usa",13.0
225986,"watford, england, united kingdom",36.0
225996,"belton, texas, usa",20.0
226006,"scott, arkansas, usa",35.0
226205,"romeoville, illinois, usa",48.0
226341,"honolulu, hawaii, usa",18.0
226362,"houston, texas, usa",74.0
226482,"singapore, n/a,",21.0
226545,"mesa, arizona, usa",38.0
226553,"anchorage, alaska, usa",
226616,"tucson, arizona, usa",204.0
226745,"humble, ,",38.0
226879,"overland park, kansas, usa",31.0
226965,"clemson, south carolina, usa",47.0
227025,"saskatoon, saskatchewan, canada",33.0
227072,"saginaw, michigan, usa",
227097,"lynnwood, washington, usa",37.0
227176,"bonn, nordrhein-westfalen, germany",27.0
227250,"rhame, north dakota, usa",32.0
227276,"rotherham, england, united kingdom",41.0
227397,"conway, arkansas, usa",
227447,"kelseyville, california, usa",38.0
227520,"san jose, california, usa",33.0
227702,"league city, texas, usa",42.0
227705,"westport, connecticut, usa",36.0
227835,"bristol, england, united kingdom",52.0
227836,"athens, georgia, usa",30.0
227884,"virginia beach, virginia, usa",25.0
228021,"ann arbor, michigan, usa",32.0
228206,"minneapolis, minnesota, usa",30.0
228311,"coon rapids, minnesota, usa",32.0
228313,"suffolk, england, united kingdom",17.0
228445,"south bend, indiana, usa",19.0
228579,"brooklyn, new york, usa",29.0
228681,"dumont, new jersey, usa",
228727,"singapore, n/a, singapore",
228764,"oakdale, california, usa",39.0
228789,"skipton, north yorkshire, united kingdom",44.0
228868,"myrtle beach, south carolina, usa",33.0
228998,"lincoln, nebraska, usa",41.0
229011,"mclean, virginia, usa",
229258,"tijeras, new mexico, usa",32.0
229282,"setauket, new york, usa",32.0
229329,"st-légier, vaud, switzerland",56.0
229334,"fort carson, colorado, usa",30.0
229409,"leipzig, sachsen, germany",32.0
229502,"calafat, dolj, romania",27.0
229551,"ottawa, ontario, canada",28.0
229632,"duchesne, utah, usa",23.0
229703,"south surrey, british columbia, canada",
229741,"kensington, california, usa",29.0
229768,"highland, michigan,",23.0
229862,"bronx, new york, usa",29.0
230013,"conroe, texas, usa",
230030,"berkeley, california, usa",36.0
230115,"ap, florida, usa",44.0
230374,"duisburg, nordrhein-westfalen, germany",30.0
230400,"colorado springs, colorado, usa",40.0
230427,"paderborn, nordrhein-westfalen, germany",28.0
230522,"colorado springs, colorado, usa",52.0
230699,"seattle, washington, usa",30.0
230708,"modesto, california, usa",43.0
231081,"grand prairie, texas, usa",15.0
231210,"roanoke, virginia, usa",44.0
231237,"waianae, hawaii, us",
231263,"cornwall, ontario, canada",27.0
231264,"san antonio, texas, usa",38.0
231340,"arnold, maryland, usa",37.0
231351,"methuen, massachusetts, usa",34.0
231354,"las vegas, nevada, usa",
231393,"montreal, quebec, canada",28.0
231827,"festus, missouri, usa",32.0
231857,"canberra, australian capital territory, australia",46.0
231891,"zuerich, zuerich, switzerland",33.0
231993,"akron, ohio, usa",26.0
232106,"bayfield, colorado, usa",36.0
232131,"oakland, california, usa",
232271,"iowa city, iowa, usa",46.0
232522,"morehead, kentucky, usa",24.0
232579,"chicago, illinois, usa",38.0
232945,"newport, rhode island, usa",28.0
232959,"portland, oregon, usa",43.0
232964,"westchester, illinois, usa",44.0
232990,"portland, oregon, usa",26.0
233041,"blanchester, ohio, usa",29.0
233256,"new york, new york, usa",36.0
233445,"hesperia, california, usa",
233526,"kissimmee, florida, usa",35.0
233578,"san antonio, texas, usa",43.0
233711,"mackay, queensland, australia",36.0
233903,"n/a, n/a, singapore",23.0
233911,"romney, west virginia, usa",41.0
233917,"madera, california, usa",38.0
233976,"heidelberg, patrick henry village, germany",29.0
234023,"markham, ontario, canada",40.0
234165,"upton, massachusetts, usa",
234281,"fribourg, fribourg, switzerland",
234359,"morro bay, california, usa",35.0
234399,"rochester, new york, usa",
234597,"firenze, toscana, italy",
234623,"scarborough, maine, usa",
234657,"barlad, vaslui, romania",25.0
234721,"hazelwood, missouri, usa",
234765,"kuching, sarawak, malaysia",28.0
234797,"can pastilla, illes balears, spain",56.0
234828,"fairbanks, alaska, usa",
234948,"hiram, georgia, usa",
234954,"santa maria da feira, aveiro, portugal",26.0
235105,"st louis, missouri, usa",46.0
235146,"oak park, illinois, usa",39.0
235173,"singapore, n/a, singapore",
235282,"encino, california, usa",43.0
235392,"st. louis, missouri, usa",27.0
235475,"palma de mallorca, illes balears, spain",46.0
235498,"lisboa, lisboa, portugal",42.0
235506,"toronto, ontario, canada",29.0
235805,"edinburgh, scotland, united kingdom",27.0
235842,"griswold, iowa, usa",41.0
235895,"la, california, usa",
235935,"bridgeton, new jersey, usa",43.0
236058,"san francisco, california, usa",34.0
236097,"san francisco, california, usa",
236164,"elkhorn, nebraska, usa",42.0
236172,"chesapeake, virginia, usa",34.0
236267,"san francisco, california, usa",30.0
236269,"whiteman afb, missouri, usa",21.0
236283,"orlando, florida, usa",41.0
236340,"st kilda, victoria, australia",29.0
236625,"hampton, virginia, usa",38.0
236655,"rochdale, england, united kingdom",30.0
236727,"cardiff, wales, united kingdom",32.0
236757,"mars, pennsylvania, usa",
236948,"toronto, ontario, canada",35.0
236955,"pace, florida, usa",41.0
236959,"st. louis, missouri, usa",35.0
237264,"cairo, n/a, egypt",35.0
237271,"sandy, utah, usa",
237433,"king of prussia, pennsylvania, usa",
237534,"rexdale, ontario, canada",47.0
237748,"eagan, minnesota, usa",27.0
237856,"philadelphia, pennsylvania, usa",
237990,"rochester, new york, usa",
238008,"edmond, oklahoma, usa",36.0
238057,"la jolla, california, usa",
238065,"bourbonnais, illinois, usa",27.0
238120,"louisville, kentucky, usa",25.0
238179,"smithton, illinois, usa",
238231,"sydney, new south wales, australia",17.0
238475,"little rock, arkansas, usa",34.0
238557,"kuala lumpur, selangor, malaysia",21.0
